task,gpt56_score,r16_reward,r16_n,glm52_verifier_mean,glm52_composite_mean,glm52_n
seismic-ray-calibrator,0.0,,,0.7500,0.7673,8
semver-lane-reconcile,0.0,,,0.0000,0.2405,8
semver-resolver-rebuild,0.0,,,0.0000,0.2773,8
service-tsv-reformat,0.0,,,0.0000,0.3000,8
session-hangman-sync,0.0,,,0.1250,0.2864,8
settlement-ledger-reconcile,0.0,,,0.0000,0.2859,8
shapelace-schema-migration,0.0,,,0.0000,0.2452,8
shooter-rep-allocator,0.0,,,0.0000,0.1025,8
signature-canonical-forger,0.0,,,0.5000,0.5735,8
simultaneous-combat-replay,0.0,,,0.0000,0.2250,8
sixty-six-deal-referee,0.0,,,0.8750,0.9082,8
snapcase-risk-scoring,0.0,,,0.0000,0.2068,8
sonargrid-cruise-reconciler,0.0,,,0.7500,0.7606,8
sponsorship-trust-audit,0.0,,,0.0000,0.1969,8
spreadsheet-recalc-engine,0.0,,,0.6250,0.7099,8
spring-lot-wind-optimizer,0.0,,,0.1250,0.3200,8
sqlite-affinity-coercion,0.0,,,0.0000,0.2437,8
sqlite-signing-scheduler,0.0,,,0.0000,0.2098,8
standby-pool-optimizer,0.0,,,0.3750,0.5537,8
stiff-event-localization,0.0,,,0.5000,0.4871,8
storm-lineage-ledger,0.0,,,0.0000,0.2906,8
strand-seal-bulletin,0.0,,,1.0000,0.9914,8
subsidy-attendance-ledger,0.0,,,0.2500,0.4327,8
survey-visit-optimizer,0.0,,,0.3750,0.4812,8
sweep-floor-allocator,0.0,,,0.1250,0.1883,8
tally-replay-lockout-bundle,0.0,,,0.7500,0.7993,8
telemetry-anomaly-detector,0.0,,,0.1250,0.3577,8
template-sandbox-hardening,0.0,,,0.0000,0.2423,8
tenant-cache-provisioning,0.0,,,0.3750,0.4717,8
tenant-replay-drift,0.0,,,1.0000,0.9544,8
tenant-route-authorization,0.0,,,0.0000,0.2109,8
terraform-doc-audit,0.0,,,0.0000,0.2462,8
tf-tag-drift-sentinel,0.0,,,0.0000,0.2571,8
tidemarshal-report-renderers,0.0,,,0.2500,0.4423,8
tournament-elo-pipeline,0.0,,,0.0000,0.2020,8
tpm-attestation-replay,0.0,,,0.1250,0.3856,8
transcode-admission-scheduler,0.0,,,0.1250,0.3875,8
transition-ledger-reconcile,0.0,,,0.0000,0.2779,8
trough-water-balance,0.0,,,0.3750,0.5306,8
trust-migration-tool,0.0,,,0.0000,0.3000,8
tysiac-scoresheet-scorer,0.0,,,0.0000,0.2250,8
ultrasonic-firing-planner,0.0,,,0.5000,0.6359,8
unconditional-life-territory,0.0,,,0.0000,0.3000,8
unicode-grapheme-segmentation,0.0,,,0.0000,0.2875,8
uri-template-conformance,0.0,,,0.0000,0.2949,8
vala-interval-processor,0.0,,,0.6250,0.7375,8
valve-stroke-verdicts,0.0,,,0.0000,0.2477,8
variant-callset-loader,0.0,,,0.0000,0.2512,8
vector-clock-reconciliation,0.0,,,0.0000,0.2141,8
viterbi-map-matching,0.0,,,0.0000,0.3000,8
volscan-injection-report,0.0,,,0.0000,0.2498,8
vrrp-replay-export-fix,0.0,,,0.0000,0.2534,8
wal-ledger-rebuild,0.0,,,0.1250,0.3554,8
wal-ledger-recovery,0.0,,,0.0000,0.2741,8
warm-wal-slot-replay,0.0,,,0.0000,0.2759,8
washcoat-buffer-optimization,0.0,,,0.2500,0.2979,8
weighbridge-ticket-grader,0.0,,,0.0000,0.2559,8
wif-iam-auditor,0.0,,,0.1250,0.2694,8
windowed-ledger-reconcile,0.0,,,0.0000,0.2862,8
worldbank-query-repair,0.0,,,0.2500,0.4490,8
yaml-resolve-ledger-repair,0.0,,,0.8750,0.8375,8
